,endpoint_COLD HL 1,endpoint_COLD HL 2,endpoint_COLD HL 3,endpoint_COLD 1,endpoint_COLD 2,endpoint_COLD 3,endpoint_T1,endpoint_T 2,endpoint_T 3,endpoint_HEAT HL 1,endpoint_HEAT HL 2,endpoint_HEAT HL 3,endpoint_HEAT DROUGHT 1,endpoint_HEAT DROUGHT 2,endpoint_HEAT DROUGHT 3,endpoint_HEAT 1,endpoint_HEAT 2,endpoint_HEAT 3,endpoint_DROUGHT 1,endpoint_DROUGHT 2,endpoint_DROUGHT 3,endpoint_Humidity 1,endpoint_Humidity 2,endpoint_Humidity 3,endpoint_HL 1,endpoint_HL 2,endpoint_HL 3,recovery_COLD HL 1,recovery_COLD HL 2,recovery_COLD HL 3,recovery_COLD 1,recovery_COLD 2,recovery_COLD 3,recovery_T1,recovery_T 2,recovery_T 3,recovery_HEAT HL 1,recovery_HEAT HL 2,recovery_HEAT HL 3,recovery_HEAT DROUGHT 1,recovery_HEAT DROUGHT 2,recovery_HEAT DROUGHT 3,recovery_HEAT 1,recovery_HEAT 2,recovery_HEAT 3,recovery_DROUGHT 1,recovery_DROUGHT 2,recovery_DROUGHT 3,recovery_Humidity 1,recovery_Humidity 2,recovery_Humidity 3,recovery_HL 1,recovery_HL 2,recovery_HL 3,CONT 1,CONT 2,CONT 3
AT5G17220,10.96503893,10.66958954,10.8529159,10.1475623,9.896555007,9.651387771,10.24256208,8.099674754,10.07649564,8.151139353,7.99551338,8.264469787,9.445013422,9.180539112,8.892818418,7.797047321,7.36459438,7.816674378,10.63294237,10.13760317,10.9418691,6.53485421,6.09768931,6.182868541,8.885156509,8.082025382,9.17406934,7.210763689,8.340906283,7.869329923,7.506733154,7.801916771,7.471096574,7.613718272,7.188458376,7.536095431,7.792472009,7.688597817,7.701035897,7.994447632,8.109263964,7.867207147,7.948174984,8.058511175,7.838730818,8.629068873,7.842544868,8.100354959,7.938648477,7.987675845,8.107488069,7.820255934,7.361903812,7.536359764,7.97354447,7.895023191,7.710447804
AT5G17230,12.6896086,12.80219529,12.71447386,12.60259947,12.57843359,12.40608859,12.45132512,12.26776974,12.57732926,12.41469248,12.32456831,12.26501024,12.36172265,12.25466236,12.24407763,12.14074613,12.32897035,12.20317814,12.44973066,12.39930803,12.42332624,12.38510113,12.36590841,12.19634081,12.43777262,12.49387991,12.573744,12.21882452,11.46438259,12.45892881,12.24486494,12.35533969,12.51992675,12.24267679,12.37785586,12.55748131,12.29416153,12.38129823,12.48352333,12.29976539,12.31565738,12.41768377,12.37645245,12.30104625,12.48864041,12.38097216,12.40533495,12.38953982,12.26137176,12.3178368,12.46073574,12.49692812,12.41010467,12.37639893,12.47214514,12.30374202,12.31590539
AT5G17233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17240,7.427684197,7.437873967,7.414009535,7.380513341,7.208465777,7.120173197,7.076963333,6.735102446,7.125477924,7.006944876,7.178630575,6.5935324,7.131235229,7.091414767,6.977110786,6.901303951,6.823689908,6.731154996,7.157503452,6.903125277,6.947448755,7.099418207,6.949648625,6.594371618,6.881997133,6.728499789,6.726666436,6.565944157,7.078733426,6.435376313,6.824165998,6.898781445,6.741210194,6.532991412,6.717547307,6.780261036,6.884786801,6.622725893,6.64681689,6.691992901,6.392727562,6.551696406,6.810888471,6.694167822,6.807430887,6.683017924,6.919114712,6.774185512,6.908053536,6.622740569,6.722265752,6.710922299,6.611414751,6.781627057,6.710884213,6.724137679,6.679584178
AT5G17250,8.454073768,8.468396784,8.36003011,8.146562381,8.13096655,7.886249702,7.83743783,7.574291039,8.072383495,7.631088107,7.62313545,7.679457513,8.077421277,8.18013045,8.121132986,7.497342093,7.747641751,7.556967105,8.181828512,7.828829319,8.046140443,7.752846474,7.503583389,7.351002271,7.755282627,7.592230216,7.538439707,7.547611812,7.823915348,7.508086789,7.496873484,7.597543344,7.574913663,7.433165815,7.60209595,7.70753281,7.540880121,7.655654186,7.632234379,7.516759934,7.527131131,7.494881477,7.607338738,7.585507739,7.726415607,7.787624141,7.640179447,7.765414994,7.581860484,7.631684262,7.716954349,7.543653571,7.562967513,7.591378429,7.743162436,7.610544414,7.734195019
AT5G17260,3.773050275,3.532474171,3.702748705,3.673379654,3.743640394,3.586954315,3.558161442,3.700135197,3.611478677,3.655382585,3.571264562,3.584262239,3.598985931,3.6784914,3.684597167,3.592549009,3.718213219,3.603167485,3.690784807,3.63489721,3.60895463,3.803352408,3.63417268,3.586423577,3.554460852,3.731373843,3.618675563,3.713366318,4.011431672,3.598165631,3.620655171,3.707330472,3.557820512,3.61672214,3.691500805,3.696275882,3.710842528,3.711586695,3.699072038,3.669721084,3.638451936,3.627988044,3.643196475,3.707181084,3.718569037,3.646320728,3.748274322,3.669466034,3.672579046,3.648640168,3.598865445,3.539841374,3.601755545,3.601085621,3.795578591,3.701205786,3.753824643
AT5G17262,-2.423480834,-2.423478143,-2.423508016,-2.423508238,-2.423555976,-2.423525808,-2.423563628,-2.423622061,-2.423508008,-2.423611181,-2.423623268,-2.423591498,-2.423500122,-2.423501735,-2.423426914,-2.423639498,-2.423611538,-2.423668366,-2.423505037,-2.423580995,-2.423480643,-2.423587698,-2.423614466,-2.423586594,-2.423575283,-2.423588426,-2.423569569,-2.423616747,-2.421993762,-2.423646041,-2.423664573,-2.423593862,-2.423633716,-2.423611124,-2.423601149,-2.42358416,-2.423619494,-2.423618681,-2.423623274,-2.42361669,-2.423622318,-2.423608818,-2.423600672,-2.423632505,-2.423601772,-2.423596058,-2.423571621,-2.423617021,-2.4235882,-2.423645497,-2.423185757,-2.423582801,-2.423620727,-2.423602158,-2.423626917,-2.423600737,-2.423593332
AT5G17270,9.751817039,9.478015745,9.58778057,9.208584815,9.248467518,8.906831519,8.85427948,8.427897456,8.694257106,8.449804849,8.505026657,8.37946187,9.199904229,9.20220097,9.387602956,8.205761433,8.268897807,8.199203686,8.885872871,8.581764145,8.845680512,8.247116776,8.290873748,7.737773326,8.381962038,8.342991977,8.057912021,8.159973476,8.40605317,8.239307685,8.156164082,8.461801378,8.21011587,8.015909559,8.252426446,8.261960247,8.151156375,8.043211545,8.314554589,8.13208584,8.103845419,8.312514498,7.950481904,8.269231222,7.962657217,8.217468001,8.183066944,8.324050349,8.306994251,8.052385269,8.141911835,8.288826215,8.306182882,8.192086808,8.264924099,8.08153003,8.002853355
AT5G17280,8.323611919,8.434624893,8.526363658,8.295477635,8.092185384,8.099815137,7.908268156,7.838124141,8.126927764,8.025200598,7.827703438,7.611819736,8.866698506,8.802198046,9.352266718,7.866300729,7.870918478,7.6299201,8.135554858,8.033714607,8.645667159,8.185689534,8.069824346,8.443751186,8.04554135,8.082586947,8.133783949,7.5432374,8.06469132,7.855627057,7.682764207,7.623365581,8.029919294,7.689152702,7.982560163,8.176342636,7.733766763,7.730474707,8.211347245,7.499507493,7.787639577,7.962444256,7.816057302,7.873285073,7.818170736,8.032819752,8.119795596,8.054636627,7.783829412,7.758265677,8.018631591,7.988659261,8.165401468,8.072075308,8.004847415,7.685701444,7.523886733
AT5G17290,7.692859145,7.703413154,7.844918467,7.452758063,7.775668092,7.589546297,8.057645619,7.440639442,7.999468196,7.481081609,7.370555215,7.380823374,8.758008132,8.789303034,9.149366586,7.506616813,7.458096374,7.45132397,8.363707685,7.967137407,8.353440553,7.555088712,7.447236999,7.99851567,7.45334424,7.50686645,7.538140947,7.238341501,7.715520011,7.212525961,7.316757424,7.267414299,7.347687195,7.407184507,7.387938635,7.49931155,7.551102873,7.402256468,7.654044222,7.105240926,7.266461389,7.460867428,7.527733642,7.409193448,7.281767824,7.530723771,7.62421968,7.547606225,7.439550376,7.450241077,7.322166366,7.142473825,7.520503478,7.47074908,7.616963124,7.347424684,7.503771239
AT5G17300,6.040560774,6.113565247,6.207098049,5.964869917,5.890368302,6.219643412,5.347620139,5.470627069,5.390183945,5.664738708,5.335378434,5.389290066,6.117248657,6.087925319,6.524580054,5.424285918,5.535663556,5.564660858,5.766533842,6.078406221,6.078876742,5.923840698,5.867366333,7.279638965,5.449900559,5.588545491,5.605539834,5.5706381,6.143224623,5.563685497,5.529461684,5.60620283,5.831259927,5.648804036,5.932922992,6.086336211,5.707530032,5.844275072,5.910067619,5.517210324,5.641378097,5.930719541,5.444224087,5.524422063,5.887147222,5.57384698,5.802874543,5.727547215,5.486280162,5.533728919,6.038352863,5.637877315,5.933744464,5.924074554,5.883437829,5.719130665,5.643459231
AT5G17310,10.26304153,10.36032875,10.30452426,10.0818241,10.16728554,10.13774759,10.08464785,9.489465042,10.10204501,9.733636644,9.646590631,9.529024122,10.93888,10.98253199,11.19395376,9.519320661,9.603677929,9.574583173,10.39497111,10.06180076,10.5410385,9.759934754,9.613856764,10.04749067,9.621285419,9.680499167,9.784600737,9.284762738,9.496667276,9.57392987,9.379888545,9.412422085,9.790337334,9.312801518,9.632024292,9.790423977,9.426424193,9.479243688,9.781830059,9.321235681,9.433768212,9.699947911,9.434522147,9.407981016,9.529871451,9.430658504,9.593940996,9.673269204,9.444944076,9.467499546,9.587832393,9.643238393,9.595286843,9.53258085,9.689098863,9.354664121,9.457089947
AT5G17320,-1.917683014,-1.917646772,-1.918049191,-1.918052186,-1.918695272,-1.918288872,-1.918798353,-1.919585513,-1.918049081,-1.919438937,-1.919601771,-1.919173789,-1.917942854,-1.912295507,-1.916956649,-1.919820407,-1.919443751,-1.920209295,-1.906670931,-1.919032298,-1.917680441,-1.9191226,-1.919483199,-1.91910773,-1.884940967,-1.919132399,-1.918878377,-1.919513916,-1.897650451,-1.919908549,-1.920158187,-1.91920564,-1.908404388,-1.919438176,-1.919303798,-1.919074942,-1.919550929,-1.919539981,-1.919601853,-1.91951315,-1.919588974,-1.919407114,-1.919297375,-1.919726199,-1.919312192,-1.919235213,-1.918906016,-1.919517611,-1.919129366,-1.919901219,-1.919377053,-1.919056629,-1.919567533,-1.919317397,-1.91965092,-1.919298243,-1.919198495
AT5G17330,5.354290461,5.477074726,5.513719898,5.416089296,5.35021448,5.357384144,5.314477496,5.231285825,5.641914312,5.573518853,4.991615438,5.000864928,5.335155298,5.527513024,5.162092566,5.699428307,5.413506579,5.375284191,5.396086361,5.327046085,5.575151682,5.541896324,5.35905744,5.686003289,6.24620045,5.768354,5.622438608,5.418878354,5.838499746,5.133007677,5.490850123,5.481499631,5.46364147,4.959679807,5.450320484,6.223550293,5.366241284,5.146131265,5.867293629,5.229743957,5.36103094,5.856889453,5.283833581,5.169048736,5.272259897,5.742087817,5.895876733,5.838532097,5.161844728,5.2402698,5.439230727,5.156519519,6.320061491,5.890622677,5.303569387,5.021641418,5.106701087
AT5G17340,-2.423469616,-2.423467053,-2.423495518,-2.42349573,-2.42354122,-2.423512472,-2.423548511,-2.423604192,-2.423495511,-2.423593824,-2.423605342,-2.423575068,-2.423487996,-2.423489533,-2.423418236,-2.423620808,-2.423594164,-2.423648316,-2.42349268,-2.42356506,-2.423469434,-2.423571447,-2.423596955,-2.423570395,-2.423559617,-2.42357214,-2.423554172,-2.423198119,-2.422052587,-2.423627042,-2.423644701,-2.423577321,-2.423615298,-2.42359377,-2.423584265,-2.423568076,-2.423601746,-2.423600971,-2.423605348,-2.423599073,-2.423604437,-2.423591573,-2.42358381,-2.423614144,-2.423584858,-2.423579413,-2.423556127,-2.423599389,-2.423571926,-2.423626524,-2.423589446,-2.423566781,-2.42360292,-2.423585227,-2.423608819,-2.423583872,-2.423576816
AT5G17350,2.191055934,2.191984957,2.213902046,2.182145226,2.128034119,2.176934674,2.166929995,2.154310809,2.30043278,2.196829163,2.154082252,2.137487682,2.217407602,2.232358362,2.418035551,2.151122925,2.1666603,2.130052087,2.274933192,2.251681276,2.1537975,2.205983232,2.214695308,2.287721579,2.113813997,2.137841294,2.113846425,2.134757849,2.402831454,2.167586584,2.14694591,2.113714228,2.113526854,2.176936845,2.113677359,2.249836679,2.113589816,2.194083848,2.173525115,2.113602726,2.134195773,2.236183696,2.113679734,2.13320375,2.200393195,2.136971726,2.139862845,2.155278426,2.113743739,2.150081244,2.113650636,2.185597168,2.230029622,2.136297537,2.113556442,2.136453035,2.160120015
AT5G17360,5.310025385,5.521307153,5.302468001,5.126027306,5.168102594,5.288330276,5.155063296,5.018343662,5.37863368,5.042350851,5.278218513,5.070169692,5.806503065,5.767297969,6.155853215,5.119331405,5.490130664,5.031747961,5.26153679,5.466179147,5.638353086,5.15386055,5.208252516,5.056534258,5.175142235,4.965437513,5.165381138,5.172870958,5.590601285,5.038709467,5.101644655,5.086624279,5.223670787,5.097866123,4.951341569,5.178468645,5.199104087,4.94335207,5.243462483,4.986423249,4.875112038,5.218666232,5.184677404,5.098942494,4.994225087,5.175599762,5.237978273,5.052968173,5.033015121,5.087031901,5.095775629,5.082969787,5.074580296,5.173587524,5.123853203,5.046995015,5.162592876
AT5G17370,7.272350663,7.420548342,7.497886558,7.277996792,7.080049576,7.00928599,6.693473586,6.490261819,6.81057648,6.719768642,6.597389761,6.614450745,7.008160017,7.404689276,8.063038442,6.655196892,6.605708222,6.386693512,7.201672371,6.846598194,7.374611266,6.477178592,6.517638201,6.480249855,6.794124905,6.529565448,6.513744473,6.411595202,6.979755525,6.670508932,6.544152761,6.439060773,6.704456199,6.490778046,6.54991941,6.71709116,6.397707286,6.523132254,6.71008963,6.487419741,6.600218497,6.702631459,6.610277613,6.717072626,6.583884469,6.717182195,6.578349409,6.752816344,6.510175733,6.586094367,6.592654721,6.439952185,6.835649596,6.503461046,6.527760447,6.513843593,6.475382751
AT5G17380,10.42467357,10.36850488,10.532208,10.1791193,10.08354895,9.980199797,10.33012562,9.842829354,10.457581,9.794024036,9.545943972,9.606631383,11.68956013,11.85035137,12.38412632,9.81317583,9.608238759,9.550215775,10.93698623,10.65522122,11.55155627,9.521557012,9.506379374,9.653964166,10.30767288,9.837954843,9.82953561,9.430884943,9.645239402,9.375506247,9.397094361,9.503136399,9.621946327,9.303848734,9.527234728,10.15441034,9.57203014,9.573718018,10.2005057,9.504053676,9.380738316,9.984937593,9.603632878,9.643553193,9.506208891,9.842772158,10.09074477,9.947438964,9.558325967,9.614404977,9.707443219,9.509023841,9.980705032,9.784635178,9.81384127,9.331158784,9.334171621
AT5G17390,2.050089552,1.816022349,1.758090003,1.758087168,1.757538444,1.757871653,1.757460791,1.75694801,1.808543302,1.788817185,1.756938778,1.757199399,2.441297038,2.643793427,2.638656132,1.862809672,1.757030679,1.756627735,1.857144063,1.793724473,2.181576091,1.757233144,1.757007278,1.757243056,1.757347498,1.75722664,1.757402308,1.75698927,2.091293129,1.756773738,1.756651509,1.757178691,1.756860937,1.757034011,1.757116242,1.757265085,1.756967815,1.756974134,1.756938731,1.756989716,1.75694604,1.849563306,1.790453599,1.785717416,1.757110997,1.757159661,1.757382467,1.817655947,1.757228651,1.756777485,1.757070956,1.757277493,1.787393902,1.757107751,1.756911175,1.757119722,1.757183317
AT5G17400,8.109080261,7.906940496,7.894205071,7.787349916,7.854832153,7.897660037,7.643438632,7.53858851,7.871621483,7.524500842,7.40216837,7.509872608,7.72329345,7.995247721,8.176228183,7.453063182,7.673078972,7.479628397,7.690556125,7.602905884,7.604797069,7.655132072,7.541584943,7.766848853,7.523999735,7.149039198,7.750856821,7.216255876,7.695020389,7.45383282,7.661130074,7.571996238,7.627137399,7.401809153,7.398952763,7.580421799,7.500484293,7.548022302,7.599826543,7.324670053,7.467182468,7.32387839,7.602732793,7.3729338,7.636332714,7.556962632,7.464149392,7.331366732,7.379348055,7.539424214,7.359943803,7.549345299,7.623818357,7.54451569,7.470148078,7.431392366,7.352761681
AT5G17410,8.868083191,8.81735042,8.689054069,8.69050783,8.757454111,8.457689925,8.659738754,8.457216073,8.746112852,8.462225897,8.421546525,8.166591971,8.790588425,8.787959856,8.710443342,8.204015958,8.424864556,8.340886644,8.716818284,8.502247298,8.633563935,8.330834023,8.240047735,8.299595545,8.31715564,8.129177922,8.330944422,8.212439972,8.339264008,8.119867969,8.32455045,8.385984181,8.264692945,8.076540894,8.060959894,8.364378696,8.09771293,8.064909054,8.285667399,8.237606025,8.205441451,8.019039745,8.168816766,8.185841474,8.14611618,8.190252753,8.211902944,8.299220684,8.19617668,8.300244632,8.147322669,8.303184741,8.260381512,8.281994059,8.398721261,8.115581759,8.254441251
AT5G17420,8.260276338,7.852825652,7.898018057,7.882885022,7.893742839,7.769382552,8.977139547,7.980775479,8.986327746,8.483091035,7.934436937,7.798830542,9.563800683,9.48624383,9.377306402,8.002802748,7.757195917,7.880353416,9.311168603,8.832367129,8.972528091,7.881828775,7.596309105,8.154282448,7.778524609,7.643619426,7.928436658,7.797623887,8.082154527,7.670696676,7.801372885,7.870026015,7.557434719,7.745468573,7.840793684,7.810247091,7.7552415,7.926347399,7.891307706,7.727043062,7.793980389,7.838510995,7.823257182,7.96775792,7.799072952,8.054576555,7.765567782,7.811960981,7.908947121,7.834162016,7.630085726,8.082730684,7.812391892,7.587319994,7.948123504,7.80982999,7.922578328
AT5G17430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17440,9.153692361,9.330053794,9.370838281,9.104843846,9.108697177,9.082102741,9.331531199,8.804435993,9.554738187,8.98437804,8.779965451,8.739470571,9.943513134,9.909065809,10.07912686,8.943752473,8.893242832,8.843342236,9.67347948,9.363817396,9.653207622,8.926787994,8.892306712,8.875459544,8.943573749,8.707196108,8.783691147,8.755773254,8.831613694,8.592706578,8.691771216,8.759720641,8.788604023,8.540710858,8.612942161,8.843391833,8.755515253,8.743884648,8.90864404,8.818661358,8.657802092,8.852000319,8.816369196,8.787853545,8.708040827,8.690060361,8.893774827,8.870278497,8.702062377,8.669900179,8.791950359,8.85489999,8.918642898,8.82524413,8.841303586,8.532065527,8.744941926
AT5G17450,7.630039155,7.595246953,7.547023234,7.627525015,7.096733636,7.106645762,8.06343,7.25026294,8.123781222,7.274956132,7.018759444,7.237356915,8.239368465,8.448876953,8.862244401,7.080427172,7.198912371,7.093156709,7.83432338,7.824523507,8.29230151,6.627731891,6.747179734,6.467003863,7.537448889,7.31145617,7.517239091,7.121736428,7.448073653,6.96984242,6.963424998,6.934346307,7.155781058,7.045698842,6.961354353,7.310758791,7.007850275,7.010578113,7.267733368,6.701120591,7.05851521,7.072576226,7.021429586,7.120778351,7.262507952,7.23796088,6.778338092,7.261168412,7.266490902,7.297374396,7.148629337,7.118508076,7.149898811,6.878162655,7.1681829,6.923541114,7.154558898
AT5G17460,8.259151531,8.141247045,8.051499252,9.101809061,8.859763201,8.746215261,10.87352481,8.560419723,10.98003425,7.771762816,7.879829078,8.07325042,12.52729444,12.73802337,12.95545637,8.809304901,7.413575108,8.507856309,11.97978538,11.19163897,12.59615024,6.74541815,6.44125408,6.406753091,7.108604573,6.742315703,7.196191308,7.718949947,7.988098524,7.307390301,7.778063787,7.086556967,6.720190219,6.941329108,6.748773586,6.076199332,7.381574882,6.43642232,6.465131865,7.178623638,6.76893747,6.635074922,6.971610175,6.716669318,6.706180829,7.039036268,6.70286862,5.916609435,7.218258513,7.042737458,6.999836462,6.712467955,6.899183138,6.890740786,6.864369033,6.291460391,7.241043714
AT5G17470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17480,-2.372955922,-2.372950011,-2.373015648,-2.373016137,-2.373121029,-2.373054742,-2.373137842,-2.373266233,-2.37301563,-2.373242326,-2.373268885,-2.373199078,-2.372998304,-2.373001846,-2.372837447,-2.373304546,-2.373243111,-2.373367977,-2.373009103,-2.373176,-2.372955502,-2.373190729,-2.373249545,-2.371338973,-2.37316345,-2.373192327,-2.373150894,-2.373254555,-2.369688466,-2.373318923,-2.373359641,-2.373204273,-2.373291842,-2.373242202,-2.373220284,-2.373182955,-2.373260592,-2.373258807,-2.373268899,-2.37325443,-2.373266798,-2.373237135,-2.373219236,-2.37328918,-2.373221653,-2.373209097,-2.373155403,-2.373255158,-2.373191833,-2.373317727,-2.373232232,-2.373179969,-2.373263301,-2.373222502,-2.373276902,-2.373219378,-2.373203108
AT5G17490,4.893681876,4.704058396,4.90065803,5.159849436,5.019240296,5.370563298,6.62878196,5.03242412,6.605300772,4.815554873,5.079403384,5.041762061,7.143378143,7.302075663,7.14489148,5.212959373,5.176433206,5.106827291,7.113646782,6.367082537,6.757595372,4.956852037,4.907657803,5.400953043,5.013787029,4.732851032,4.957125267,4.807090309,5.683590056,4.881326629,4.91269018,5.145653268,4.844610437,5.106284648,5.189769834,4.912645237,4.898767455,4.869391786,4.977424575,4.888371388,4.764482292,4.707385305,4.831883663,5.059409729,4.9915346,5.032250634,4.879419006,5.140611798,4.987950112,4.825861481,4.982040411,4.427146188,5.022306689,4.793254636,4.914950404,4.831782133,5.066457238
AT5G17500,-0.466810759,-0.466806438,-0.466847829,-0.466848084,-0.466897295,-0.466867447,-0.466904235,-0.447339363,-0.46684782,-0.466942313,-0.437912062,-0.466927553,-0.400107841,-0.432853513,-0.42511946,-0.448868844,-0.466942569,-0.466978317,-0.433360743,-0.466919113,-0.466810454,-0.443952486,-0.426940782,-0.466923663,-0.466914349,-0.444029674,-0.441946116,-0.46694625,-0.397347637,-0.449412528,-0.466976212,-0.466929397,-0.466957647,-0.426326976,-0.466934957,-0.455144663,-0.466948156,-0.427702345,-0.46695074,-0.46694621,-0.457084034,-0.466940611,-0.466934599,-0.457547426,-0.466935424,-0.466931092,-0.466911229,-0.466946441,-0.466924947,-0.449367922,-0.466938987,-0.466920593,-0.466949004,-0.466935713,-0.466953187,-0.466934647,-0.466928985
AT5G17510,9.45964771,9.269420851,9.35686866,9.30730626,9.202346126,8.983799019,9.088940754,8.729209207,9.211594998,8.856856329,8.714006828,8.5841532,9.522668335,9.636193828,9.974755014,8.683693375,8.763814459,8.675130045,9.261011277,8.911395501,9.3557864,8.854131745,8.839144637,8.65647019,8.75693049,8.623245347,8.788110007,8.611461813,8.759420815,8.655261003,8.651889157,8.704969933,8.702547044,8.573333913,8.716407738,8.772336798,8.677648328,8.545065029,8.902229779,8.656033157,8.593137423,8.834555575,8.703669235,8.643599732,8.683846236,8.878619139,8.899690066,8.693656933,8.604839648,8.749630675,8.789003421,8.824650319,8.949319606,8.609795061,8.806635454,8.597523185,8.703427971
AT5G17520,8.823355727,9.015059638,8.76355342,8.87454793,8.893056932,8.74994343,10.01762269,8.870685522,10.26727487,8.835607188,8.990755902,8.888103611,10.28822579,10.23456456,9.907739884,8.933868129,8.779084304,8.774801031,10.21389684,10.10766627,10.21029672,8.309939448,8.331031763,8.337419061,8.852363788,8.7519611,8.580867975,8.441106421,8.72311098,8.468024015,8.676453818,8.560238639,8.335175428,8.502503355,8.402473541,8.286556725,8.61934995,8.569768626,8.437137121,8.659191818,8.4835923,8.319324542,8.789139148,8.628060291,8.553941407,8.84407565,8.339287145,8.114924501,8.69253634,8.501910033,8.4826702,8.570259464,8.316985165,8.398164706,8.543428754,8.543363424,8.6697206
AT5G17523,1.674094418,1.635527869,1.669495465,1.66946001,1.675925258,1.635269946,1.747028822,1.684517202,1.717752109,1.656238559,1.674646811,1.702780095,1.635402055,1.780630484,1.68493545,1.662710879,1.706722153,1.705541531,1.702946572,1.789974308,1.824006815,1.635008261,1.686271877,1.63501231,1.696280205,1.692737351,1.648091711,1.634908748,1.859541152,1.634821,1.68359243,1.646617507,1.644523661,1.697032946,1.668183222,1.659151772,1.645227816,1.665566294,1.684242211,1.645372121,1.712562593,1.656479504,1.720403559,1.663640941,1.668086721,1.63497825,1.660627033,1.714418307,1.646946822,1.679450099,1.645907458,1.671145899,1.634896118,1.646149952,1.673980706,1.657323271,1.634987909
AT5G17530,10.72174172,10.70239946,10.63579021,10.38704207,10.50714271,10.26282652,10.24743415,9.788711482,10.35860172,9.773334454,9.825319036,9.632648585,10.58705439,10.44094705,10.49805556,9.646326918,9.814241278,9.621618552,10.55506218,10.2856845,10.6315548,9.648168657,9.56057078,9.575065059,9.923636629,9.828354799,9.986398461,9.570979065,9.578760636,9.581464986,9.567880944,9.719835954,9.688106704,9.542659131,9.676504512,9.688909184,9.520301408,9.603721331,9.759483824,9.598911086,9.591794327,9.639622716,9.773068041,9.575728866,9.671553789,9.811608561,9.711185892,9.506711735,9.677549732,9.665026558,9.712100031,9.61747971,9.687815653,9.59291717,9.671522239,9.558397353,9.583583539
AT5G17540,3.799000608,4.08801918,3.944850065,3.807854347,4.063913297,3.960247753,4.338360277,3.772566646,4.16409183,3.960229601,3.772094274,3.800130289,4.539687201,4.892685613,5.059755838,4.006371589,3.748731533,3.921310334,4.563427208,4.250901834,4.211716338,4.03250136,3.877366768,3.926706258,3.824031909,3.949879666,3.887753089,3.851541067,4.364591432,3.739359727,3.789646929,3.813333201,3.792813928,3.903823892,3.766619905,3.818825701,3.773579146,3.71843235,3.835012475,3.814101658,3.847658941,3.831667653,3.721429725,3.927621413,4.024952606,3.892573905,3.826231248,3.747150026,3.786799177,3.775659637,3.833074547,3.876973206,3.906611362,3.83590172,3.832691886,3.836819445,3.769533725
AT5G17550,9.497010826,9.483901645,9.626092534,9.271999308,9.294615758,9.23988328,8.632670958,8.411679359,8.746169838,8.54157765,8.431550235,8.333569502,9.395298842,9.457970636,9.846858794,8.181329268,8.485694768,8.440100989,9.342761078,8.907620327,9.462517478,8.46876234,8.529355836,8.372355874,8.720246479,8.622509633,8.602224532,8.327381576,8.61865814,8.435878184,8.456262638,8.506054007,8.540932071,8.438846739,8.457149268,8.580599544,8.447596292,8.524760595,8.748954205,8.366715707,8.518661122,8.616584062,8.494268482,8.412693094,8.546197219,8.59526254,8.635276945,8.486663454,8.592671959,8.564577359,8.436231411,8.560370524,8.579341327,8.443899641,8.67973886,8.496146674,8.351813797
AT5G17560,10.80779896,10.85949178,10.76627673,10.67031828,10.56227703,10.36796851,9.931335072,9.810929062,9.891826656,9.964880907,9.76736941,9.657776706,10.3812675,10.32813093,10.39369183,9.646198506,9.654801473,9.472192148,10.15189002,9.923770454,10.08526782,9.902605268,9.856814868,9.618262601,10.22421879,10.20242123,10.07543104,9.594009794,9.63586632,9.646272105,9.667281976,9.866078585,9.749376647,9.811706588,9.677767915,10.02477761,9.797088556,9.796675641,9.893373158,9.751916247,9.771842124,9.806807579,9.774809048,9.828757989,9.78279258,9.866387882,9.829948,9.859389104,9.760934751,9.77737727,9.874294593,9.7647431,9.765543749,9.801339875,9.907594507,9.762134358,9.744914451
AT5G17570,6.981698804,7.174802052,7.12938508,6.934462798,6.77371619,6.614830584,6.898939746,6.289387046,6.811643425,6.584218197,6.38220744,6.262528872,7.403699525,7.335702745,7.525765469,6.271907132,6.34999592,6.330194856,7.282457465,7.076470096,7.236093004,6.493544429,6.167853065,6.359811154,6.621904936,6.797034318,6.442792143,6.323101491,6.874681308,6.552319763,6.420106209,6.232368631,6.487042044,6.514846448,6.479839489,6.64555996,6.295873913,6.481953648,6.621065359,6.349562805,6.5094628,6.601637722,6.183019113,6.5159455,6.553441443,6.541947883,6.650679993,6.626069459,6.43990755,6.684711721,6.22585602,6.604764859,6.358084694,6.590460882,6.496171239,6.378685637,6.538294644
