gene_id,condition,direction,endpoint_shift,recovery_shift,reversibility_index,persistence_breadth
AT1G01560,drought,up,0.9170124389999996,1.5414121786666675,-0.6809065102187433,4
AT1G01680,drought,up,0.5227858906666656,1.204190439333333,-1.3034103651835909,3
AT1G01720,drought,up,2.933255101666668,0.6673939510000002,0.7724732667742439,1
AT1G02120,drought,up,0.9781861806666647,0.35319756400000024,0.6389260337339002,1
AT1G02220,drought,up,0.5194451139999998,0.5908720516666675,-0.13750622682085267,2
AT1G02310,drought,up,2.5380154153333336,0.8205892253333333,0.676680756004959,1
AT1G02390,drought,up,3.435880358666667,0.4929186450000005,0.8565378902799505,2
AT1G02470,drought,up,1.598515609333333,0.6954323149999988,0.5649511891284993,2
AT1G02850,drought,up,2.6021825806666667,1.322445845999999,0.49179359825658553,4
AT1G02920,drought,up,1.1446447303333347,2.6973792376666657,-1.356520906605804,6
AT1G02930,drought,up,2.0264139053333334,1.811863845333333,0.10587672115520164,4
AT1G03210,drought,up,0.6162827333333336,0.4547022646666665,0.2621856169695279,1
AT1G03290,drought,up,1.8438718643333338,0.7551194983333342,0.5904707301305052,2
AT1G03370,drought,up,0.8517447296666667,0.4946316199999998,0.4192724618400918,1
AT1G03400,drought,up,1.181303570333334,0.5320660549999996,0.5495941362050875,1
AT1G04810,drought,up,0.9585116113333356,0.4047809680000025,0.5776984199107064,1
AT1G05300,drought,up,0.393028848666666,0.37388529566666673,0.0487077553338463,1
AT1G05340,drought,up,6.4722522546666665,0.7187862919999999,0.8889434058319133,3
AT1G05570,drought,up,0.5184141960000002,0.7480461850000015,-0.44295081186395846,1
AT1G05680,drought,up,2.011088628333333,1.6373459776666657,0.18584096464033129,5
AT1G06050,drought,up,0.5637541856666655,0.3669388559999991,0.3491155093312932,1
AT1G06080,drought,down,-1.7903045926666659,-0.5544010719999992,0.6903314250151051,1
AT1G06650,drought,up,0.926656484333332,0.3472818069999981,0.6252313420653994,1
