,persistent_same_direction,recovered,substantial_reversal
cold,0.7964105440269209,99.13628715647785,0.06730229949523275
cold_high_light,1.5315315315315314,95.63472563472564,2.833742833742834
drought,10.383520348350359,88.87121085245353,0.7452687991961146
heat,5.343511450381679,93.58778625954199,1.0687022900763359
heat_drought,2.441794434980125,97.17490062464509,0.3833049403747871
heat_drought_high_light,2.9620164943663605,96.67789522592636,0.3600882797072831
heat_high_light,8.845208845208845,89.55773955773955,1.597051597051597
high_humidity,1.6355140186915886,97.02102803738318,1.3434579439252337
high_light,39.94871794871795,59.179487179487175,0.8717948717948718
